epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,3991.13,1.0145,1.11281,1.10363,0.66974,0.61625,0.66791,0.51017,0.89453,0.97488,1.0663,0.000601512,0.000601512,0.000601512
24,4158.61,1.03076,1.08553,1.11057,0.64413,0.64258,0.68355,0.51664,0.87902,0.93215,1.07743,0.000593899,0.000593899,0.000593899
25,4326.59,0.98988,1.05914,1.08709,0.70172,0.6181,0.6852,0.51238,0.85559,0.88932,1.0535,0.000586286,0.000586286,0.000586286
26,4493.7,0.96327,1.01425,1.08388,0.74744,0.63935,0.7063,0.54229,0.84625,0.86258,1.0557,0.000578672,0.000578672,0.000578672
27,4661.24,0.99041,1.05921,1.08894,0.71742,0.61732,0.70052,0.53778,0.8345,0.89757,1.05422,0.000571059,0.000571059,0.000571059
28,4828.41,0.98848,1.04125,1.08036,0.73801,0.63449,0.69797,0.52409,0.8722,0.86348,1.05546,0.000563446,0.000563446,0.000563446
29,4996.09,0.96116,0.99413,1.07498,0.71261,0.65911,0.71431,0.54962,0.81161,0.82432,1.03085,0.000555833,0.000555833,0.000555833
30,5163.83,0.95377,1.00844,1.08513,0.69298,0.62199,0.69053,0.51852,0.83037,0.83777,1.05229,0.00054822,0.00054822,0.00054822
31,5330.95,0.95966,0.96716,1.07134,0.73441,0.67582,0.71753,0.55088,0.83457,0.78737,1.03559,0.000540607,0.000540607,0.000540607
32,5498.21,0.94969,0.95334,1.07484,0.7435,0.6691,0.7245,0.56726,0.80704,0.77622,1.03055,0.000532994,0.000532994,0.000532994
33,5665.82,0.94077,0.92233,1.05009,0.75458,0.67972,0.72733,0.57585,0.79877,0.74069,1.01992,0.000525381,0.000525381,0.000525381
34,5833.63,0.93413,0.93184,1.08396,0.7441,0.6699,0.72927,0.56271,0.80037,0.75119,1.0328,0.000517768,0.000517768,0.000517768
35,6001.18,0.93563,0.9071,1.0651,0.75634,0.69702,0.74054,0.58346,0.78394,0.71239,1.01393,0.000510155,0.000510155,0.000510155
36,6168.65,0.90706,0.86594,1.03147,0.92503,0.70877,0.74849,0.59076,0.75849,0.66757,0.99276,0.000502541,0.000502541,0.000502541
37,6336.36,0.92161,0.85957,1.0388,0.76103,0.67835,0.74158,0.59139,0.75899,0.70943,0.99148,0.000494928,0.000494928,0.000494928
38,6503.78,0.90641,0.86634,1.04605,0.77894,0.68976,0.74672,0.59542,0.74222,0.70012,0.98947,0.000487315,0.000487315,0.000487315
39,6671.5,0.89101,0.84762,1.04397,0.7575,0.6941,0.74665,0.59684,0.75086,0.67563,0.98255,0.000479702,0.000479702,0.000479702
40,6839.27,0.90179,0.85596,1.02703,0.76951,0.69741,0.74965,0.5968,0.76279,0.6814,0.99626,0.000472089,0.000472089,0.000472089
41,7006.87,0.88544,0.83212,1.0401,0.96552,0.70412,0.87825,0.68726,0.74691,0.65153,0.98475,0.000464476,0.000464476,0.000464476
42,7174.47,0.89677,0.8118,1.03766,0.93915,0.68746,0.86949,0.70529,0.71031,0.63447,0.97815,0.000456863,0.000456863,0.000456863
43,7341.71,0.89541,0.80107,1.03395,0.74741,0.72241,0.75878,0.62519,0.68718,0.59552,0.96004,0.00044925,0.00044925,0.00044925
44,7510.54,0.8849,0.82042,1.01785,0.92321,0.71751,0.88476,0.73874,0.69025,0.60551,0.95209,0.000441637,0.000441637,0.000441637
45,7678.04,0.8507,0.79179,1.01788,0.94335,0.71384,0.88698,0.72797,0.68784,0.62258,0.95746,0.000434024,0.000434024,0.000434024
46,7846.51,0.86335,0.80142,1.01538,0.96047,0.71711,0.90574,0.7424,0.69823,0.58331,0.96048,0.000426411,0.000426411,0.000426411
47,8014.09,0.85263,0.78366,1.0112,0.9364,0.72068,0.9315,0.74954,0.69709,0.58693,0.96227,0.000418797,0.000418797,0.000418797
48,8181.57,0.86593,0.76874,1.01525,0.94043,0.71492,0.88924,0.74717,0.68623,0.61528,0.95625,0.000411184,0.000411184,0.000411184
49,8348.97,0.84732,0.74307,1.00411,0.97044,0.7214,0.8984,0.74098,0.69753,0.58723,0.96105,0.000403571,0.000403571,0.000403571
50,8517.44,0.82889,0.73451,1.00805,0.93992,0.72474,0.88994,0.74306,0.6554,0.5798,0.93995,0.000395958,0.000395958,0.000395958
51,8684.88,0.82934,0.71728,0.99366,0.95136,0.72856,0.86392,0.72429,0.66993,0.55991,0.94356,0.000388345,0.000388345,0.000388345
52,8853.11,0.85972,0.75128,1.0128,0.98115,0.7316,0.8674,0.71732,0.66015,0.53938,0.94769,0.000380732,0.000380732,0.000380732
53,9020.33,0.83204,0.72771,0.99781,0.95045,0.72472,0.88804,0.75079,0.65904,0.53952,0.94234,0.000373119,0.000373119,0.000373119
54,9187.65,0.83287,0.70506,0.99535,0.96324,0.73251,0.94217,0.79167,0.65362,0.54922,0.94558,0.000365506,0.000365506,0.000365506
55,9355.61,0.81498,0.68994,0.98734,0.96099,0.74044,0.89892,0.75246,0.64479,0.53425,0.92985,0.000357893,0.000357893,0.000357893
56,9523.23,0.80498,0.70241,0.98896,0.95651,0.73821,0.89793,0.75355,0.63369,0.53317,0.93171,0.00035028,0.00035028,0.00035028
57,9690.56,0.80727,0.69682,0.99146,0.97117,0.7317,0.89994,0.7547,0.61457,0.51393,0.91926,0.000342666,0.000342666,0.000342666
58,9857.84,0.78763,0.67942,0.99447,0.96993,0.74837,0.90161,0.76522,0.60419,0.51449,0.91302,0.000335053,0.000335053,0.000335053
59,10024.7,0.76588,0.67653,0.97878,0.96143,0.7526,0.92021,0.78191,0.61827,0.49375,0.92437,0.00032744,0.00032744,0.00032744
60,10191.9,0.78754,0.67999,0.98573,0.96454,0.74625,0.9197,0.78646,0.60718,0.49387,0.91844,0.000319827,0.000319827,0.000319827
61,10359.6,0.78467,0.64221,0.98873,0.97908,0.74829,0.94836,0.81221,0.59918,0.48129,0.91416,0.000312214,0.000312214,0.000312214
62,10526.4,0.76295,0.64738,0.97263,0.97985,0.7533,0.94952,0.80898,0.60966,0.48973,0.91928,0.000304601,0.000304601,0.000304601
63,10694.6,0.80244,0.66904,0.98032,0.97717,0.76104,0.94967,0.82451,0.60055,0.48119,0.91636,0.000296988,0.000296988,0.000296988
64,10861.9,0.7619,0.63311,0.96902,0.96461,0.75493,0.95172,0.84044,0.57953,0.46355,0.90725,0.000289375,0.000289375,0.000289375
65,11029.8,0.74413,0.62354,0.96243,0.9755,0.75228,0.9534,0.83001,0.57738,0.46566,0.90197,0.000281762,0.000281762,0.000281762
66,11198.3,0.76209,0.62007,0.96952,0.98065,0.75527,0.92545,0.80318,0.57449,0.46705,0.9046,0.000274148,0.000274148,0.000274148
67,11365.1,0.76145,0.61359,0.96814,0.98407,0.76083,0.91262,0.77773,0.55849,0.45806,0.90223,0.000266535,0.000266535,0.000266535
68,11532.9,0.75338,0.61089,0.95889,0.96641,0.76502,0.88735,0.76376,0.5564,0.47437,0.89648,0.000258922,0.000258922,0.000258922
69,11700.3,0.74619,0.63471,0.96853,0.97383,0.75519,0.88703,0.76834,0.55949,0.45379,0.89572,0.000251309,0.000251309,0.000251309
70,11868.3,0.73779,0.60472,0.95275,0.97988,0.76507,0.89508,0.78239,0.55738,0.43233,0.89208,0.000243696,0.000243696,0.000243696
71,12036.1,0.73835,0.60696,0.96301,0.98306,0.76422,0.88672,0.7679,0.54695,0.43392,0.89069,0.000236083,0.000236083,0.000236083
72,12203.6,0.74136,0.59886,0.96404,0.97505,0.76659,0.89146,0.78756,0.53866,0.42511,0.88565,0.00022847,0.00022847,0.00022847
73,12371,0.7324,0.59966,0.96208,0.97617,0.77034,0.89494,0.79787,0.54117,0.43135,0.89044,0.000220857,0.000220857,0.000220857
74,12538.8,0.70713,0.57363,0.94577,0.78381,0.87705,0.89257,0.78824,0.53979,0.42975,0.88649,0.000213244,0.000213244,0.000213244
75,12706.3,0.74264,0.60716,0.96369,0.84007,0.87267,0.8902,0.78943,0.52476,0.42292,0.88201,0.000205631,0.000205631,0.000205631
76,12873.6,0.7089,0.58212,0.94804,0.84415,0.87497,0.90488,0.80736,0.51684,0.4131,0.87841,0.000198018,0.000198018,0.000198018
77,13041.6,0.71211,0.59095,0.95094,0.85718,0.87587,0.90355,0.80294,0.52208,0.41073,0.87789,0.000190404,0.000190404,0.000190404
78,13208.7,0.70805,0.57128,0.94657,0.82831,0.87228,0.91729,0.81884,0.51431,0.41224,0.87572,0.000182791,0.000182791,0.000182791
79,13376.2,0.70118,0.57095,0.94334,0.8196,0.87497,0.93207,0.83685,0.51172,0.40519,0.87395,0.000175178,0.000175178,0.000175178
80,13543.8,0.68716,0.54762,0.93072,0.81119,0.87587,0.93264,0.83204,0.52063,0.40987,0.87769,0.000167565,0.000167565,0.000167565
81,13711.2,0.70347,0.55673,0.94481,0.82889,0.87587,0.93285,0.83354,0.51063,0.40677,0.87231,0.000159952,0.000159952,0.000159952
82,13879,0.68129,0.54659,0.93348,0.86833,0.87379,0.93271,0.83797,0.51393,0.3975,0.87447,0.000152339,0.000152339,0.000152339
83,14046.4,0.66997,0.52794,0.93145,0.84963,0.87612,0.93338,0.84158,0.4995,0.39197,0.87127,0.000144726,0.000144726,0.000144726
84,14213.5,0.67311,0.54163,0.9397,0.85184,0.87725,0.93374,0.85354,0.49466,0.39018,0.86796,0.000137113,0.000137113,0.000137113
85,14381.1,0.69532,0.54263,0.94144,0.8725,0.87587,0.93377,0.85359,0.4953,0.38749,0.86592,0.0001295,0.0001295,0.0001295
86,14548.2,0.65578,0.55422,0.93356,0.84527,0.87725,0.93419,0.85484,0.48584,0.38575,0.86563,0.000121887,0.000121887,0.000121887
87,14715.4,0.68747,0.53825,0.93743,0.84626,0.87656,0.93396,0.843,0.48933,0.38865,0.86711,0.000114273,0.000114273,0.000114273
88,14883.3,0.6717,0.53665,0.9315,0.81634,0.87656,0.933,0.84357,0.48033,0.39109,0.86458,0.00010666,0.00010666,0.00010666
89,15050.5,0.6702,0.54469,0.93729,0.79385,0.87656,0.93367,0.84541,0.47937,0.38402,0.86407,9.90472e-05,9.90472e-05,9.90472e-05
90,15217.9,0.68543,0.53708,0.93607,0.80786,0.87656,0.93485,0.845,0.47713,0.37646,0.86237,9.14341e-05,9.14341e-05,9.14341e-05
91,15383,0.70513,0.59155,0.95663,0.86471,0.87904,0.9335,0.84252,0.50384,0.393,0.86856,8.3821e-05,8.3821e-05,8.3821e-05
92,15547.9,0.6773,0.54037,0.92828,0.92813,0.8686,0.93356,0.83435,0.51156,0.39917,0.87294,7.62079e-05,7.62079e-05,7.62079e-05
93,15714.1,0.66191,0.52323,0.9329,0.94796,0.86613,0.93304,0.83775,0.50404,0.39378,0.87046,6.85948e-05,6.85948e-05,6.85948e-05
94,15883.1,0.63734,0.49444,0.91429,0.95085,0.86463,0.93375,0.83871,0.50167,0.38796,0.86952,6.09817e-05,6.09817e-05,6.09817e-05
95,16052.1,0.63831,0.50692,0.92449,0.94636,0.86752,0.93381,0.85154,0.50424,0.38876,0.86757,5.33686e-05,5.33686e-05,5.33686e-05
96,16220.8,0.63005,0.49674,0.92023,0.95,0.87042,0.93456,0.85776,0.49154,0.38264,0.86291,4.57555e-05,4.57555e-05,4.57555e-05
97,16389.7,0.62883,0.49087,0.91533,0.9573,0.87152,0.93453,0.84692,0.48515,0.37964,0.86126,3.81424e-05,3.81424e-05,3.81424e-05
98,16558.2,0.60463,0.48289,0.91674,0.96029,0.87296,0.93468,0.84833,0.47938,0.3778,0.86083,3.05293e-05,3.05293e-05,3.05293e-05
99,16727.3,0.62542,0.49239,0.93291,0.96819,0.87059,0.93461,0.84942,0.47545,0.37321,0.85866,2.29162e-05,2.29162e-05,2.29162e-05
100,16896.2,0.61382,0.48665,0.92023,0.96709,0.87005,0.93464,0.84998,0.473,0.37057,0.85695,1.53031e-05,1.53031e-05,1.53031e-05
