epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,114.187,1.60022,4.42368,1.46364,0,0,0,0,0,159.296,0,0.00013073,0.00013073,0.00013073
2,220.221,1.44883,3.06962,1.35503,0,0,0,0,0,161.798,0,0.000263821,0.000263821,0.000263821
3,322.603,1.3736,2.45527,1.25338,0,0,0,0,0,186.49,0,0.00039143,0.00039143,0.00039143
